step,avg_lost3,strategy,Years
188,0,equal allocation,0.5150684931506849
189,0,equal allocation,0.5178082191780822
190,0,equal allocation,0.5205479452054794
191,0,equal allocation,0.5232876712328767
192,0,equal allocation,0.5260273972602739
193,0,equal allocation,0.5287671232876713
194,0,equal allocation,0.5315068493150685
195,0,equal allocation,0.5342465753424658
196,0,equal allocation,0.536986301369863
197,0,equal allocation,0.5397260273972603
198,0,equal allocation,0.5424657534246575
199,0,equal allocation,0.5452054794520548
200,0,equal allocation,0.547945205479452
201,0,equal allocation,0.5506849315068493
202,0,equal allocation,0.5534246575342465
203,0,equal allocation,0.5561643835616439
204,0,equal allocation,0.5589041095890411
205,0,equal allocation,0.5616438356164384
206,0,equal allocation,0.5643835616438356
207,0,equal allocation,0.5671232876712329
208,0,equal allocation,0.5698630136986301
209,0,equal allocation,0.5726027397260274
210,0,equal allocation,0.5753424657534246
211,0,equal allocation,0.5780821917808219
212,0,equal allocation,0.5808219178082191
213,0,equal allocation,0.5835616438356165
214,0,equal allocation,0.5863013698630137
215,0,equal allocation,0.589041095890411
216,0,equal allocation,0.5917808219178082
217,0,equal allocation,0.5945205479452055
218,0,equal allocation,0.5972602739726027
219,0,equal allocation,0.6
220,0,equal allocation,0.6027397260273972
221,0,equal allocation,0.6054794520547945
222,0,equal allocation,0.6082191780821918
223,0,equal allocation,0.6109589041095891
224,0,equal allocation,0.6136986301369863
225,0,equal allocation,0.6164383561643836
226,0,equal allocation,0.6191780821917808
227,0,equal allocation,0.6219178082191781
228,0,equal allocation,0.6246575342465753
229,0,equal allocation,0.6273972602739726
230,0,equal allocation,0.6301369863013698
231,0,equal allocation,0.6328767123287671
232,0,equal allocation,0.6356164383561644
233,0,equal allocation,0.6383561643835617
234,0,equal allocation,0.6410958904109589
235,0,equal allocation,0.6438356164383562
236,0,equal allocation,0.6465753424657534
237,0,equal allocation,0.6493150684931507
238,0,equal allocation,0.6520547945205479
239,0,equal allocation,0.6547945205479452
240,0,equal allocation,0.6575342465753424
241,0,equal allocation,0.6602739726027397
242,0,equal allocation,0.663013698630137
243,0,equal allocation,0.6657534246575343
244,0,equal allocation,0.6684931506849315
245,0,equal allocation,0.6712328767123288
246,0,equal allocation,0.673972602739726
247,0,equal allocation,0.6767123287671233
248,0,equal allocation,0.6794520547945205
249,0,equal allocation,0.6821917808219178
250,0,equal allocation,0.684931506849315
251,0,equal allocation,0.6876712328767123
252,0,equal allocation,0.6904109589041096
253,0,equal allocation,0.6931506849315069
254,0,equal allocation,0.6958904109589041
255,0,equal allocation,0.6986301369863014
256,0,equal allocation,0.7013698630136986
257,0,equal allocation,0.7041095890410959
258,0,equal allocation,0.7068493150684931
259,0,equal allocation,0.7095890410958904
260,0,equal allocation,0.7123287671232876
261,0,equal allocation,0.7150684931506849
262,0,equal allocation,0.7178082191780822
263,0,equal allocation,0.7205479452054795
264,0,equal allocation,0.7232876712328767
265,0,equal allocation,0.726027397260274
266,0,equal allocation,0.7287671232876712
267,0,equal allocation,0.7315068493150685
268,0,equal allocation,0.7342465753424657
269,0,equal allocation,0.736986301369863
270,0,equal allocation,0.7397260273972602
271,0,equal allocation,0.7424657534246575
272,0,equal allocation,0.7452054794520548
273,0,equal allocation,0.7479452054794521
274,0,equal allocation,0.7506849315068493
275,0,equal allocation,0.7534246575342466
276,0,equal allocation,0.7561643835616438
277,0,equal allocation,0.7589041095890411
278,0,equal allocation,0.7616438356164383
279,0,equal allocation,0.7643835616438356
280,0,equal allocation,0.7671232876712328
281,0,equal allocation,0.7698630136986301
282,0,equal allocation,0.7726027397260274
283,0,equal allocation,0.7753424657534247
284,0,equal allocation,0.7780821917808219
285,0,equal allocation,0.7808219178082192
286,0,equal allocation,0.7835616438356164
287,0,equal allocation,0.7863013698630137
288,0,equal allocation,0.7890410958904109
289,0,equal allocation,0.7917808219178082
290,0,equal allocation,0.7945205479452054
291,0,equal allocation,0.7972602739726027
292,0,equal allocation,0.8
293,0,equal allocation,0.8027397260273973
294,0,equal allocation,0.8054794520547945
295,0,equal allocation,0.8082191780821918
296,0,equal allocation,0.810958904109589
297,0,equal allocation,0.8136986301369863
298,0,equal allocation,0.8164383561643835
299,0,equal allocation,0.8191780821917808
300,0,equal allocation,0.821917808219178
301,0,equal allocation,0.8246575342465754
302,0,equal allocation,0.8273972602739726
303,0,equal allocation,0.8301369863013699
304,0,equal allocation,0.8328767123287671
305,0,equal allocation,0.8356164383561644
306,0,equal allocation,0.8383561643835616
307,0,equal allocation,0.8410958904109589
308,0,equal allocation,0.8438356164383561
309,0,equal allocation,0.8465753424657534
310,0,equal allocation,0.8493150684931506
311,0,equal allocation,0.852054794520548
312,0,equal allocation,0.8547945205479452
313,0,equal allocation,0.8575342465753425
314,0,equal allocation,0.8602739726027397
315,0,equal allocation,0.863013698630137
316,0,equal allocation,0.8657534246575342
317,0,equal allocation,0.8684931506849315
318,0,equal allocation,0.8712328767123287
319,0,equal allocation,0.873972602739726
320,0,equal allocation,0.8767123287671232
321,0,equal allocation,0.8794520547945206
322,0,equal allocation,0.8821917808219178
323,0,equal allocation,0.8849315068493151
324,0,equal allocation,0.8876712328767123
325,0,equal allocation,0.8904109589041096
326,0,equal allocation,0.8931506849315068
327,0,equal allocation,0.8958904109589041
328,0,equal allocation,0.8986301369863013
329,0,equal allocation,0.9013698630136986
330,0,equal allocation,0.9041095890410958
331,0,equal allocation,0.9068493150684932
332,0,equal allocation,0.9095890410958904
333,0,equal allocation,0.9123287671232877
334,0,equal allocation,0.915068493150685
335,0,equal allocation,0.9178082191780822
336,0,equal allocation,0.9205479452054794
337,0,equal allocation,0.9232876712328767
338,0,equal allocation,0.9260273972602739
339,0,equal allocation,0.9287671232876712
340,0,equal allocation,0.9315068493150684
341,0,equal allocation,0.9342465753424658
342,0,equal allocation,0.936986301369863
343,0,equal allocation,0.9397260273972603
344,0,equal allocation,0.9424657534246575
345,0,equal allocation,0.9452054794520548
346,0,equal allocation,0.947945205479452
347,0,equal allocation,0.9506849315068493
348,0,equal allocation,0.9534246575342465
349,0,equal allocation,0.9561643835616438
350,0,equal allocation,0.958904109589041
351,0,equal allocation,0.9616438356164384
352,0,equal allocation,0.9643835616438357
353,0,equal allocation,0.9671232876712329
354,0,equal allocation,0.9698630136986301
355,0,equal allocation,0.9726027397260274
356,0,equal allocation,0.9753424657534246
357,0,equal allocation,0.9780821917808219
358,0,equal allocation,0.9808219178082191
359,0,equal allocation,0.9835616438356164
360,0,equal allocation,0.9863013698630136
361,0,equal allocation,0.989041095890411
362,0,equal allocation,0.9917808219178083
363,0,equal allocation,0.9945205479452055
364,0,equal allocation,0.9972602739726028
365,0,equal allocation,1
366,0,equal allocation,1.0027397260273974
367,0,equal allocation,1.0054794520547945
368,0,equal allocation,1.0082191780821919
369,0,equal allocation,1.010958904109589
370,0,equal allocation,1.0136986301369864
371,0,equal allocation,1.0164383561643835
372,0,equal allocation,1.0191780821917809
373,0,equal allocation,1.021917808219178
374,0,equal allocation,1.0246575342465754
375,0,equal allocation,1.0273972602739727
376,0,equal allocation,1.0301369863013699
377,0,equal allocation,1.0328767123287672
378,0,equal allocation,1.0356164383561643
379,0,equal allocation,1.0383561643835617
380,0,equal allocation,1.0410958904109588
381,0,equal allocation,1.0438356164383562
382,0,equal allocation,1.0465753424657533
383,0,equal allocation,1.0493150684931507
384,0,equal allocation,1.0520547945205478
385,0,equal allocation,1.0547945205479452
386,0,equal allocation,1.0575342465753426
387,0,equal allocation,1.0602739726027397
388,0,equal allocation,1.063013698630137
389,0,equal allocation,1.0657534246575342
390,0,equal allocation,1.0684931506849316
391,0,equal allocation,1.0712328767123287
392,0,equal allocation,1.073972602739726
393,0,equal allocation,1.0767123287671232
394,0,equal allocation,1.0794520547945206
395,0,equal allocation,1.082191780821918
396,0,equal allocation,1.084931506849315
397,0,equal allocation,1.0876712328767124
398,0,equal allocation,1.0904109589041096
399,0,equal allocation,1.093150684931507
400,0,equal allocation,1.095890410958904
401,0,equal allocation,1.0986301369863014
402,0,equal allocation,1.1013698630136985
403,0,equal allocation,1.104109589041096
404,0,equal allocation,1.106849315068493
405,0,equal allocation,1.1095890410958904
406,0,equal allocation,1.1123287671232878
407,0,equal allocation,1.115068493150685
408,0,equal allocation,1.1178082191780823
409,0,equal allocation,1.1205479452054794
410,0,equal allocation,1.1232876712328768
411,0,equal allocation,1.126027397260274
412,0,equal allocation,1.1287671232876713
413,0,equal allocation,1.1315068493150684
414,0,equal allocation,1.1342465753424658
415,0,equal allocation,1.1369863013698631
416,0,equal allocation,1.1397260273972603
417,0,equal allocation,1.1424657534246576
418,0,equal allocation,1.1452054794520548
419,0,equal allocation,1.1479452054794521
420,0,equal allocation,1.1506849315068493
421,0,equal allocation,1.1534246575342466
422,0,equal allocation,1.1561643835616437
423,0,equal allocation,1.158904109589041
424,0,equal allocation,1.1616438356164382
425,0,equal allocation,1.1643835616438356
426,0,equal allocation,1.167123287671233
427,0,equal allocation,1.16986301369863
428,0,equal allocation,1.1726027397260275
429,0,equal allocation,1.1753424657534246
430,0,equal allocation,1.178082191780822
431,0,equal allocation,1.180821917808219
432,0,equal allocation,1.1835616438356165
433,0,equal allocation,1.1863013698630136
434,0,equal allocation,1.189041095890411
435,0,equal allocation,1.1917808219178083
436,0,equal allocation,1.1945205479452055
437,0,equal allocation,1.1972602739726028
438,0,equal allocation,1.2
439,0,equal allocation,1.2027397260273973
440,0,equal allocation,1.2054794520547945
441,0,equal allocation,1.2082191780821918
442,0,equal allocation,1.210958904109589
443,0,equal allocation,1.2136986301369863
444,0,equal allocation,1.2164383561643837
445,0,equal allocation,1.2191780821917808
446,0,equal allocation,1.2219178082191782
447,0,equal allocation,1.2246575342465753
448,0,equal allocation,1.2273972602739727
449,0,equal allocation,1.2301369863013698
450,0,equal allocation,1.2328767123287672
451,0,equal allocation,1.2356164383561643
452,0,equal allocation,1.2383561643835617
453,0,equal allocation,1.2410958904109588
454,0,equal allocation,1.2438356164383562
455,0,equal allocation,1.2465753424657535
456,0,equal allocation,1.2493150684931507
457,0,equal allocation,1.252054794520548
458,0,equal allocation,1.2547945205479452
459,0,equal allocation,1.2575342465753425
460,0,equal allocation,1.2602739726027397
461,0,equal allocation,1.263013698630137
462,0,equal allocation,1.2657534246575342
463,0,equal allocation,1.2684931506849315
464,0,equal allocation,1.2712328767123289
465,0,equal allocation,1.273972602739726
466,0,equal allocation,1.2767123287671234
467,0,equal allocation,1.2794520547945205
468,0,equal allocation,1.2821917808219179
469,0,equal allocation,1.284931506849315
470,0,equal allocation,1.2876712328767124
471,0,equal allocation,1.2904109589041095
472,0,equal allocation,1.2931506849315069
473,0,equal allocation,1.295890410958904
474,0,equal allocation,1.2986301369863014
475,0,equal allocation,1.3013698630136987
476,0,equal allocation,1.3041095890410959
477,0,equal allocation,1.3068493150684932
478,0,equal allocation,1.3095890410958904
479,0,equal allocation,1.3123287671232877
480,0,equal allocation,1.3150684931506849
481,0,equal allocation,1.3178082191780822
482,0,equal allocation,1.3205479452054794
483,0,equal allocation,1.3232876712328767
484,0,equal allocation,1.326027397260274
485,0,equal allocation,1.3287671232876712
486,0,equal allocation,1.3315068493150686
487,0,equal allocation,1.3342465753424657
488,0,equal allocation,1.336986301369863
489,0,equal allocation,1.3397260273972602
490,0,equal allocation,1.3424657534246576
491,0,equal allocation,1.3452054794520547
492,0,equal allocation,1.347945205479452
493,0,equal allocation,1.3506849315068492
494,0,equal allocation,1.3534246575342466
495,0,equal allocation,1.356164383561644
496,0,equal allocation,1.358904109589041
497,0,equal allocation,1.3616438356164384
498,0,equal allocation,1.3643835616438356
499,0,equal allocation,1.367123287671233
500,0,equal allocation,1.36986301369863
501,0,equal allocation,1.3726027397260274
502,0,equal allocation,1.3753424657534246
503,0,equal allocation,1.378082191780822
504,0,equal allocation,1.3808219178082193
505,0,equal allocation,1.3835616438356164
506,0,equal allocation,1.3863013698630138
507,0,equal allocation,1.389041095890411
508,0,equal allocation,1.3917808219178083
509,0,equal allocation,1.3945205479452054
510,0,equal allocation,1.3972602739726028
511,0,equal allocation,1.4
512,0,equal allocation,1.4027397260273973
513,0,equal allocation,1.4054794520547946
514,0,equal allocation,1.4082191780821918
515,0,equal allocation,1.4109589041095891
516,0,equal allocation,1.4136986301369863
517,0,equal allocation,1.4164383561643836
518,0,equal allocation,1.4191780821917808
519,0,equal allocation,1.4219178082191781
520,0,equal allocation,1.4246575342465753
521,0,equal allocation,1.4273972602739726
522,0,equal allocation,1.4301369863013698
523,0,equal allocation,1.4328767123287671
524,0,equal allocation,1.4356164383561645
525,0,equal allocation,1.4383561643835616
526,0,equal allocation,1.441095890410959
527,0,equal allocation,1.4438356164383561
528,0,equal allocation,1.4465753424657535
529,0,equal allocation,1.4493150684931506
530,0,equal allocation,1.452054794520548
531,0,equal allocation,1.4547945205479451
532,0,equal allocation,1.4575342465753425
533,0,equal allocation,1.4602739726027398
534,0,equal allocation,1.463013698630137
535,0,equal allocation,1.4657534246575343
536,0,equal allocation,1.4684931506849315
537,0,equal allocation,1.4712328767123288
538,0,equal allocation,1.473972602739726
539,0,equal allocation,1.4767123287671233
540,0,equal allocation,1.4794520547945205
541,0,equal allocation,1.4821917808219178
542,0,equal allocation,1.484931506849315
543,0,equal allocation,1.4876712328767123
544,0,equal allocation,1.4904109589041097
545,0,equal allocation,1.4931506849315068
546,0,equal allocation,1.4958904109589042
547,0,equal allocation,1.4986301369863013
548,0,equal allocation,1.5013698630136987
549,0,equal allocation,1.5041095890410958
550,0,equal allocation,1.5068493150684932
551,0,equal allocation,1.5095890410958903
552,0,equal allocation,1.5123287671232877
553,0,equal allocation,1.515068493150685
554,0,equal allocation,1.5178082191780822
555,0,equal allocation,1.5205479452054795
556,0,equal allocation,1.5232876712328767
557,0,equal allocation,1.526027397260274
558,0,equal allocation,1.5287671232876712
559,0,equal allocation,1.5315068493150685
560,0,equal allocation,1.5342465753424657
561,0,equal allocation,1.536986301369863
562,0,equal allocation,1.5397260273972602
563,0,equal allocation,1.5424657534246575
564,0,equal allocation,1.5452054794520549
565,0,equal allocation,1.547945205479452
566,0,equal allocation,1.5506849315068494
567,0,equal allocation,1.5534246575342465
568,0,equal allocation,1.5561643835616439
569,0,equal allocation,1.558904109589041
570,0,equal allocation,1.5616438356164384
571,0,equal allocation,1.5643835616438355
572,0,equal allocation,1.5671232876712329
573,0,equal allocation,1.5698630136986302
574,0,equal allocation,1.5726027397260274
575,0,equal allocation,1.5753424657534247
576,0,equal allocation,1.5780821917808219
577,0,equal allocation,1.5808219178082192
578,0,equal allocation,1.5835616438356164
579,0,equal allocation,1.5863013698630137
580,0,equal allocation,1.5890410958904109
581,0,equal allocation,1.5917808219178082
582,0,equal allocation,1.5945205479452054
583,0,equal allocation,1.5972602739726027
584,0,equal allocation,1.6
585,0,equal allocation,1.6027397260273972
586,0,equal allocation,1.6054794520547946
587,0,equal allocation,1.6082191780821917
588,0,equal allocation,1.610958904109589
589,0,equal allocation,1.6136986301369862
590,0,equal allocation,1.6164383561643836
591,0,equal allocation,1.6191780821917807
592,0,equal allocation,1.621917808219178
593,0,equal allocation,1.6246575342465754
594,0,equal allocation,1.6273972602739726
595,0,equal allocation,1.63013698630137
596,0,equal allocation,1.632876712328767
597,0,equal allocation,1.6356164383561644
598,0,equal allocation,1.6383561643835616
599,0,equal allocation,1.641095890410959
600,0,equal allocation,1.643835616438356
601,0,equal allocation,1.6465753424657534
602,0,equal allocation,1.6493150684931508
603,0,equal allocation,1.652054794520548
604,0,equal allocation,1.6547945205479453
605,0,equal allocation,1.6575342465753424
606,0,equal allocation,1.6602739726027398
607,0,equal allocation,1.663013698630137
608,0,equal allocation,1.6657534246575343
609,0,equal allocation,1.6684931506849314
610,0,equal allocation,1.6712328767123288
611,0,equal allocation,1.673972602739726
612,0,equal allocation,1.6767123287671233
613,0,equal allocation,1.6794520547945206
614,0,equal allocation,1.6821917808219178
615,0,equal allocation,1.6849315068493151
616,0,equal allocation,1.6876712328767123
617,0,equal allocation,1.6904109589041096
618,0,equal allocation,1.6931506849315068
619,0,equal allocation,1.6958904109589041
620,0,equal allocation,1.6986301369863013
621,0,equal allocation,1.7013698630136986
622,0,equal allocation,1.704109589041096
623,0,equal allocation,1.7068493150684931
624,0,equal allocation,1.7095890410958905
625,0,equal allocation,1.7123287671232876
626,0,equal allocation,1.715068493150685
627,0,equal allocation,1.7178082191780821
628,0,equal allocation,1.7205479452054795
629,0,equal allocation,1.7232876712328766
630,0,equal allocation,1.726027397260274
631,0,equal allocation,1.7287671232876711
632,0,equal allocation,1.7315068493150685
633,0,equal allocation,1.7342465753424658
634,0,equal allocation,1.736986301369863
635,0,equal allocation,1.7397260273972603
636,0,equal allocation,1.7424657534246575
637,0,equal allocation,1.7452054794520548
638,0,equal allocation,1.747945205479452
639,0,equal allocation,1.7506849315068493
640,0,equal allocation,1.7534246575342465
641,0,equal allocation,1.7561643835616438
642,0,equal allocation,1.7589041095890412
643,0,equal allocation,1.7616438356164383
644,0,equal allocation,1.7643835616438357
645,0,equal allocation,1.7671232876712328
646,0,equal allocation,1.7698630136986302
647,0,equal allocation,1.7726027397260273
648,0,equal allocation,1.7753424657534247
649,0,equal allocation,1.7780821917808218
650,0,equal allocation,1.7808219178082192
651,0,equal allocation,1.7835616438356163
652,0,equal allocation,1.7863013698630137
653,0,equal allocation,1.789041095890411
654,0,equal allocation,1.7917808219178082
655,0,equal allocation,1.7945205479452055
656,0,equal allocation,1.7972602739726027
657,0,equal allocation,1.8
658,0,equal allocation,1.8027397260273972
659,0,equal allocation,1.8054794520547945
660,0,equal allocation,1.8082191780821917
661,0,equal allocation,1.810958904109589
662,0,equal allocation,1.8136986301369864
663,0,equal allocation,1.8164383561643835
664,0,equal allocation,1.819178082191781
665,0,equal allocation,1.821917808219178
666,0,equal allocation,1.8246575342465754
667,0,equal allocation,1.8273972602739725
668,0,equal allocation,1.83013698630137
669,0,equal allocation,1.832876712328767
670,0,equal allocation,1.8356164383561644
671,0,equal allocation,1.8383561643835618
672,0,equal allocation,1.841095890410959
673,0,equal allocation,1.8438356164383563
674,0,equal allocation,1.8465753424657534
675,0,equal allocation,1.8493150684931507
676,0,equal allocation,1.8520547945205479
677,0,equal allocation,1.8547945205479452
678,0,equal allocation,1.8575342465753424
679,0,equal allocation,1.8602739726027397
680,0,equal allocation,1.8630136986301369
681,0,equal allocation,1.8657534246575342
682,0,equal allocation,1.8684931506849316
683,0,equal allocation,1.8712328767123287
684,0,equal allocation,1.873972602739726
685,0,equal allocation,1.8767123287671232
686,0,equal allocation,1.8794520547945206
687,0,equal allocation,1.8821917808219177
688,0,equal allocation,1.884931506849315
689,0,equal allocation,1.8876712328767122
690,0,equal allocation,1.8904109589041096
691,0,equal allocation,1.893150684931507
692,0,equal allocation,1.895890410958904
693,0,equal allocation,1.8986301369863015
694,0,equal allocation,1.9013698630136986
695,0,equal allocation,1.904109589041096
696,0,equal allocation,1.906849315068493
697,0,equal allocation,1.9095890410958904
698,0,equal allocation,1.9123287671232876
699,0,equal allocation,1.915068493150685
700,0,equal allocation,1.917808219178082
701,0,equal allocation,1.9205479452054794
702,0,equal allocation,1.9232876712328768
703,0,equal allocation,1.926027397260274
704,0,equal allocation,1.9287671232876713
705,0,equal allocation,1.9315068493150684
706,0,equal allocation,1.9342465753424658
707,0,equal allocation,1.936986301369863
708,0,equal allocation,1.9397260273972603
709,0,equal allocation,1.9424657534246574
710,0,equal allocation,1.9452054794520548
711,0,equal allocation,1.9479452054794522
712,0,equal allocation,1.9506849315068493
713,0,equal allocation,1.9534246575342467
714,0,equal allocation,1.9561643835616438
715,0,equal allocation,1.9589041095890412
716,0,equal allocation,1.9616438356164383
717,0,equal allocation,1.9643835616438357
718,0,equal allocation,1.9671232876712328
719,0,equal allocation,1.9698630136986301
720,0,equal allocation,1.9726027397260273
721,0,equal allocation,1.9753424657534246
722,0,equal allocation,1.978082191780822
723,0,equal allocation,1.9808219178082191
724,0,equal allocation,1.9835616438356165
725,0,equal allocation,1.9863013698630136
726,0,equal allocation,1.989041095890411
727,0,equal allocation,1.9917808219178081
728,0,equal allocation,1.9945205479452055
729,0,equal allocation,1.9972602739726026
730,0,equal allocation,2
731,0,equal allocation,2.0027397260273974
732,0,equal allocation,2.0054794520547947
733,0,equal allocation,2.0082191780821916
734,0,equal allocation,2.010958904109589
735,0,equal allocation,2.0136986301369864
736,0,equal allocation,2.0164383561643837
737,0,equal allocation,2.0191780821917806
738,0,equal allocation,2.021917808219178
739,0,equal allocation,2.0246575342465754
740,0,equal allocation,2.0273972602739727
741,0,equal allocation,2.03013698630137
742,0,equal allocation,2.032876712328767
